Qty_Completed;open_cases;Part_Desc_;Resource;activity_duration;weekday;label;Report_Type;Resource.1;timesincecasestart;Rework;timesincemidnight;concept:name;month;hour;Work_Order_Qty;Qty_for_MRB;event_nr;Complete Timestamp;lifecycle:transition;timesincelastevent;case:concept:name;Case_duplicate;case_length;base_case_id;LPMs_list;LPMs_binary;LPMs_frequency
1;33;Ballnut;ID4529;324.0;4;deviant;S;Machine 6 - Turning & Milling;25634.0;Y;104;Turning & Milling - Machine 6;1;1;315;0;13;2012-01-27 00:44:00+00:00;complete;581.0;Case260_17;Case260;17;Case260;+;0.0;0.0
13;33;Ballnut;ID4529;278.0;4;deviant;D;Machine 6 - Turning & Milling;25911.0;Y;381;Turning & Milling - Machine 6;1;6;315;0;14;2012-01-27 05:21:00+00:00;complete;277.0;Case260_17;Case260;17;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;31.0;4;deviant;D;Quality Check 1;25971.0;Y;441;Turning & Milling Q.C.;1;7;315;0;15;2012-01-27 06:21:00+00:00;complete;60.0;Case260_17;Case260;17;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;15.0;4;deviant;D;Quality Check 1;25987.0;Y;457;Turning & Milling Q.C.;1;7;315;0;16;2012-01-27 06:37:00+00:00;complete;16.0;Case260_17;Case260;17;Case260;+;0.0;0.0
20;32;Ballnut;ID4794;360.0;5;deviant;D;Machine 6 - Turning & Milling;28050.0;Y;1080;Turning & Milling - Machine 6;1;18;315;0;17;2012-01-28 17:00:00+00:00;complete;2063.0;Case260_17;Case260;17;Case260;+;0.0;0.0
0;30;Ballnut;ID4529;150.0;0;deviant;S;Machine 6 - Turning & Milling;0.0;missing;390;Turning & Milling - Machine 6;1;6;315;0;1;2012-01-09 05:30:00+00:00;complete;0.0;Case260_18;Case260;18;Case260;+;0.0;0.0
1;35;Ballnut;ID4529;487.0;3;deviant;S;Machine 6 - Turning & Milling;14924.0;missing;914;Turning & Milling - Machine 6;1;15;315;0;2;2012-01-19 14:14:00+00:00;complete;14924.0;Case260_18;Case260;18;Case260;+;0.0;0.0
3;35;Ballnut;ID4529;41.0;3;deviant;D;Machine 6 - Turning & Milling;14966.0;Y;956;Turning & Milling - Machine 6;1;15;315;0;3;2012-01-19 14:56:00+00:00;complete;42.0;Case260_18;Case260;18;Case260;+;0.0;0.0
6;35;Ballnut;ID4794;65.0;3;deviant;D;Machine 6 - Turning & Milling;15285.0;Y;1275;Turning & Milling - Machine 6;1;21;315;0;4;2012-01-19 20:15:00+00:00;complete;319.0;Case260_18;Case260;18;Case260;+;0.0;0.0
28;35;Ballnut;ID4529;480.0;5;deviant;D;Machine 6 - Turning & Milling;18153.0;Y;1263;Turning & Milling - Machine 6;1;21;315;0;5;2012-01-21 20:03:00+00:00;complete;2868.0;Case260_18;Case260;18;Case260;+;0.0;0.0
39;33;Ballnut;ID4641;423.0;6;deviant;D;Machine 6 - Turning & Milling;18721.0;Y;391;Turning & Milling - Machine 6;1;6;315;0;6;2012-01-22 05:31:00+00:00;complete;568.0;Case260_18;Case260;18;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;313.0;6;deviant;D;Quality Check 1;19063.0;Y;733;Turning & Milling Q.C.;1;12;315;0;7;2012-01-22 11:13:00+00:00;complete;342.0;Case260_18;Case260;18;Case260;+;0.0;0.0
14;34;Ballnut;ID4794;282.0;6;deviant;D;Machine 6 - Turning & Milling;19278.0;Y;948;Turning & Milling - Machine 6;1;15;315;0;8;2012-01-22 14:48:00+00:00;complete;215.0;Case260_18;Case260;18;Case260;+;0.0;0.0
0;34;Ballnut;ID4167;90.0;6;deviant;D;Machine 6 - Turning & Milling;19380.0;Y;1050;Turning & Milling - Machine 6;1;17;315;0;9;2012-01-22 16:30:00+00:00;complete;102.0;Case260_18;Case260;18;Case260;+;0.0;0.0
0;35;Ballnut;ID4618;57.0;0;deviant;D;Quality Check 1;20733.0;Y;963;Turning & Milling Q.C.;1;16;315;0;10;2012-01-23 15:03:00+00:00;complete;1353.0;Case260_18;Case260;18;Case260;+;0.0;0.0
83;33;Ballnut;ID4618;30.0;1;deviant;D;Quality Check 1;21650.0;Y;440;Turning & Milling Q.C.;1;7;315;0;11;2012-01-24 06:20:00+00:00;complete;917.0;Case260_18;Case260;18;Case260;+;0.0;0.0
0;33;Ballnut;ID4794;128.0;3;deviant;S;Machine 6 - Turning & Milling;25053.0;Y;963;Turning & Milling - Machine 6;1;16;315;0;12;2012-01-26 15:03:00+00:00;complete;3403.0;Case260_18;Case260;18;Case260;+;0.0;0.0
1;33;Ballnut;ID4529;324.0;4;deviant;S;Machine 6 - Turning & Milling;25634.0;Y;104;Turning & Milling - Machine 6;1;1;315;0;13;2012-01-27 00:44:00+00:00;complete;581.0;Case260_18;Case260;18;Case260;+;0.0;0.0
13;33;Ballnut;ID4529;278.0;4;deviant;D;Machine 6 - Turning & Milling;25911.0;Y;381;Turning & Milling - Machine 6;1;6;315;0;14;2012-01-27 05:21:00+00:00;complete;277.0;Case260_18;Case260;18;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;31.0;4;deviant;D;Quality Check 1;25971.0;Y;441;Turning & Milling Q.C.;1;7;315;0;15;2012-01-27 06:21:00+00:00;complete;60.0;Case260_18;Case260;18;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;15.0;4;deviant;D;Quality Check 1;25987.0;Y;457;Turning & Milling Q.C.;1;7;315;0;16;2012-01-27 06:37:00+00:00;complete;16.0;Case260_18;Case260;18;Case260;+;0.0;0.0
20;32;Ballnut;ID4794;360.0;5;deviant;D;Machine 6 - Turning & Milling;28050.0;Y;1080;Turning & Milling - Machine 6;1;18;315;0;17;2012-01-28 17:00:00+00:00;complete;2063.0;Case260_18;Case260;18;Case260;+;0.0;0.0
14;32;Ballnut;ID4794;1072.0;6;deviant;D;Machine 6 - Turning & Milling;28822.0;Y;412;Turning & Milling - Machine 6;1;6;315;0;18;2012-01-29 05:52:00+00:00;complete;772.0;Case260_18;Case260;18;Case260;+;0.0;0.0
0;30;Ballnut;ID4529;150.0;0;deviant;S;Machine 6 - Turning & Milling;0.0;missing;390;Turning & Milling - Machine 6;1;6;315;0;1;2012-01-09 05:30:00+00:00;complete;0.0;Case260_19;Case260;19;Case260;+;0.0;0.0
1;35;Ballnut;ID4529;487.0;3;deviant;S;Machine 6 - Turning & Milling;14924.0;missing;914;Turning & Milling - Machine 6;1;15;315;0;2;2012-01-19 14:14:00+00:00;complete;14924.0;Case260_19;Case260;19;Case260;+;0.0;0.0
3;35;Ballnut;ID4529;41.0;3;deviant;D;Machine 6 - Turning & Milling;14966.0;Y;956;Turning & Milling - Machine 6;1;15;315;0;3;2012-01-19 14:56:00+00:00;complete;42.0;Case260_19;Case260;19;Case260;+;0.0;0.0
6;35;Ballnut;ID4794;65.0;3;deviant;D;Machine 6 - Turning & Milling;15285.0;Y;1275;Turning & Milling - Machine 6;1;21;315;0;4;2012-01-19 20:15:00+00:00;complete;319.0;Case260_19;Case260;19;Case260;+;0.0;0.0
28;35;Ballnut;ID4529;480.0;5;deviant;D;Machine 6 - Turning & Milling;18153.0;Y;1263;Turning & Milling - Machine 6;1;21;315;0;5;2012-01-21 20:03:00+00:00;complete;2868.0;Case260_19;Case260;19;Case260;+;0.0;0.0
39;33;Ballnut;ID4641;423.0;6;deviant;D;Machine 6 - Turning & Milling;18721.0;Y;391;Turning & Milling - Machine 6;1;6;315;0;6;2012-01-22 05:31:00+00:00;complete;568.0;Case260_19;Case260;19;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;313.0;6;deviant;D;Quality Check 1;19063.0;Y;733;Turning & Milling Q.C.;1;12;315;0;7;2012-01-22 11:13:00+00:00;complete;342.0;Case260_19;Case260;19;Case260;+;0.0;0.0
14;34;Ballnut;ID4794;282.0;6;deviant;D;Machine 6 - Turning & Milling;19278.0;Y;948;Turning & Milling - Machine 6;1;15;315;0;8;2012-01-22 14:48:00+00:00;complete;215.0;Case260_19;Case260;19;Case260;+;0.0;0.0
0;34;Ballnut;ID4167;90.0;6;deviant;D;Machine 6 - Turning & Milling;19380.0;Y;1050;Turning & Milling - Machine 6;1;17;315;0;9;2012-01-22 16:30:00+00:00;complete;102.0;Case260_19;Case260;19;Case260;+;0.0;0.0
0;35;Ballnut;ID4618;57.0;0;deviant;D;Quality Check 1;20733.0;Y;963;Turning & Milling Q.C.;1;16;315;0;10;2012-01-23 15:03:00+00:00;complete;1353.0;Case260_19;Case260;19;Case260;+;0.0;0.0
83;33;Ballnut;ID4618;30.0;1;deviant;D;Quality Check 1;21650.0;Y;440;Turning & Milling Q.C.;1;7;315;0;11;2012-01-24 06:20:00+00:00;complete;917.0;Case260_19;Case260;19;Case260;+;0.0;0.0
0;33;Ballnut;ID4794;128.0;3;deviant;S;Machine 6 - Turning & Milling;25053.0;Y;963;Turning & Milling - Machine 6;1;16;315;0;12;2012-01-26 15:03:00+00:00;complete;3403.0;Case260_19;Case260;19;Case260;+;0.0;0.0
1;33;Ballnut;ID4529;324.0;4;deviant;S;Machine 6 - Turning & Milling;25634.0;Y;104;Turning & Milling - Machine 6;1;1;315;0;13;2012-01-27 00:44:00+00:00;complete;581.0;Case260_19;Case260;19;Case260;+;0.0;0.0
13;33;Ballnut;ID4529;278.0;4;deviant;D;Machine 6 - Turning & Milling;25911.0;Y;381;Turning & Milling - Machine 6;1;6;315;0;14;2012-01-27 05:21:00+00:00;complete;277.0;Case260_19;Case260;19;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;31.0;4;deviant;D;Quality Check 1;25971.0;Y;441;Turning & Milling Q.C.;1;7;315;0;15;2012-01-27 06:21:00+00:00;complete;60.0;Case260_19;Case260;19;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;15.0;4;deviant;D;Quality Check 1;25987.0;Y;457;Turning & Milling Q.C.;1;7;315;0;16;2012-01-27 06:37:00+00:00;complete;16.0;Case260_19;Case260;19;Case260;+;0.0;0.0
20;32;Ballnut;ID4794;360.0;5;deviant;D;Machine 6 - Turning & Milling;28050.0;Y;1080;Turning & Milling - Machine 6;1;18;315;0;17;2012-01-28 17:00:00+00:00;complete;2063.0;Case260_19;Case260;19;Case260;+;0.0;0.0
14;32;Ballnut;ID4794;1072.0;6;deviant;D;Machine 6 - Turning & Milling;28822.0;Y;412;Turning & Milling - Machine 6;1;6;315;0;18;2012-01-29 05:52:00+00:00;complete;772.0;Case260_19;Case260;19;Case260;+;0.0;0.0
26;32;Ballnut;ID4932;785.0;6;deviant;D;Machine 6 - Turning & Milling;29092.0;Y;682;Turning & Milling - Machine 6;1;11;315;0;19;2012-01-29 10:22:00+00:00;complete;270.0;Case260_19;Case260;19;Case260;+;0.0;0.0
0;30;Ballnut;ID4529;150.0;0;deviant;S;Machine 6 - Turning & Milling;0.0;missing;390;Turning & Milling - Machine 6;1;6;315;0;1;2012-01-09 05:30:00+00:00;complete;0.0;Case260_20;Case260;20;Case260;+;0.0;0.0
1;35;Ballnut;ID4529;487.0;3;deviant;S;Machine 6 - Turning & Milling;14924.0;missing;914;Turning & Milling - Machine 6;1;15;315;0;2;2012-01-19 14:14:00+00:00;complete;14924.0;Case260_20;Case260;20;Case260;+;0.0;0.0
3;35;Ballnut;ID4529;41.0;3;deviant;D;Machine 6 - Turning & Milling;14966.0;Y;956;Turning & Milling - Machine 6;1;15;315;0;3;2012-01-19 14:56:00+00:00;complete;42.0;Case260_20;Case260;20;Case260;+;0.0;0.0
6;35;Ballnut;ID4794;65.0;3;deviant;D;Machine 6 - Turning & Milling;15285.0;Y;1275;Turning & Milling - Machine 6;1;21;315;0;4;2012-01-19 20:15:00+00:00;complete;319.0;Case260_20;Case260;20;Case260;+;0.0;0.0
28;35;Ballnut;ID4529;480.0;5;deviant;D;Machine 6 - Turning & Milling;18153.0;Y;1263;Turning & Milling - Machine 6;1;21;315;0;5;2012-01-21 20:03:00+00:00;complete;2868.0;Case260_20;Case260;20;Case260;+;0.0;0.0
39;33;Ballnut;ID4641;423.0;6;deviant;D;Machine 6 - Turning & Milling;18721.0;Y;391;Turning & Milling - Machine 6;1;6;315;0;6;2012-01-22 05:31:00+00:00;complete;568.0;Case260_20;Case260;20;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;313.0;6;deviant;D;Quality Check 1;19063.0;Y;733;Turning & Milling Q.C.;1;12;315;0;7;2012-01-22 11:13:00+00:00;complete;342.0;Case260_20;Case260;20;Case260;+;0.0;0.0
14;34;Ballnut;ID4794;282.0;6;deviant;D;Machine 6 - Turning & Milling;19278.0;Y;948;Turning & Milling - Machine 6;1;15;315;0;8;2012-01-22 14:48:00+00:00;complete;215.0;Case260_20;Case260;20;Case260;+;0.0;0.0
0;34;Ballnut;ID4167;90.0;6;deviant;D;Machine 6 - Turning & Milling;19380.0;Y;1050;Turning & Milling - Machine 6;1;17;315;0;9;2012-01-22 16:30:00+00:00;complete;102.0;Case260_20;Case260;20;Case260;+;0.0;0.0
0;35;Ballnut;ID4618;57.0;0;deviant;D;Quality Check 1;20733.0;Y;963;Turning & Milling Q.C.;1;16;315;0;10;2012-01-23 15:03:00+00:00;complete;1353.0;Case260_20;Case260;20;Case260;+;0.0;0.0
83;33;Ballnut;ID4618;30.0;1;deviant;D;Quality Check 1;21650.0;Y;440;Turning & Milling Q.C.;1;7;315;0;11;2012-01-24 06:20:00+00:00;complete;917.0;Case260_20;Case260;20;Case260;+;0.0;0.0
0;33;Ballnut;ID4794;128.0;3;deviant;S;Machine 6 - Turning & Milling;25053.0;Y;963;Turning & Milling - Machine 6;1;16;315;0;12;2012-01-26 15:03:00+00:00;complete;3403.0;Case260_20;Case260;20;Case260;+;0.0;0.0
1;33;Ballnut;ID4529;324.0;4;deviant;S;Machine 6 - Turning & Milling;25634.0;Y;104;Turning & Milling - Machine 6;1;1;315;0;13;2012-01-27 00:44:00+00:00;complete;581.0;Case260_20;Case260;20;Case260;+;0.0;0.0
13;33;Ballnut;ID4529;278.0;4;deviant;D;Machine 6 - Turning & Milling;25911.0;Y;381;Turning & Milling - Machine 6;1;6;315;0;14;2012-01-27 05:21:00+00:00;complete;277.0;Case260_20;Case260;20;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;31.0;4;deviant;D;Quality Check 1;25971.0;Y;441;Turning & Milling Q.C.;1;7;315;0;15;2012-01-27 06:21:00+00:00;complete;60.0;Case260_20;Case260;20;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;15.0;4;deviant;D;Quality Check 1;25987.0;Y;457;Turning & Milling Q.C.;1;7;315;0;16;2012-01-27 06:37:00+00:00;complete;16.0;Case260_20;Case260;20;Case260;+;0.0;0.0
20;32;Ballnut;ID4794;360.0;5;deviant;D;Machine 6 - Turning & Milling;28050.0;Y;1080;Turning & Milling - Machine 6;1;18;315;0;17;2012-01-28 17:00:00+00:00;complete;2063.0;Case260_20;Case260;20;Case260;+;0.0;0.0
14;32;Ballnut;ID4794;1072.0;6;deviant;D;Machine 6 - Turning & Milling;28822.0;Y;412;Turning & Milling - Machine 6;1;6;315;0;18;2012-01-29 05:52:00+00:00;complete;772.0;Case260_20;Case260;20;Case260;+;0.0;0.0
26;32;Ballnut;ID4932;785.0;6;deviant;D;Machine 6 - Turning & Milling;29092.0;Y;682;Turning & Milling - Machine 6;1;11;315;0;19;2012-01-29 10:22:00+00:00;complete;270.0;Case260_20;Case260;20;Case260;+;0.0;0.0
18;30;Ballnut;ID4529;241.0;6;deviant;D;Machine 6 - Turning & Milling;29355.0;Y;945;Turning & Milling - Machine 6;1;15;315;0;20;2012-01-29 14:45:00+00:00;complete;263.0;Case260_20;Case260;20;Case260;+;0.0;0.0
0;30;Ballnut;ID4529;150.0;0;deviant;S;Machine 6 - Turning & Milling;0.0;missing;390;Turning & Milling - Machine 6;1;6;315;0;1;2012-01-09 05:30:00+00:00;complete;0.0;Case260_21;Case260;21;Case260;+;0.0;0.0
1;35;Ballnut;ID4529;487.0;3;deviant;S;Machine 6 - Turning & Milling;14924.0;missing;914;Turning & Milling - Machine 6;1;15;315;0;2;2012-01-19 14:14:00+00:00;complete;14924.0;Case260_21;Case260;21;Case260;+;0.0;0.0
3;35;Ballnut;ID4529;41.0;3;deviant;D;Machine 6 - Turning & Milling;14966.0;Y;956;Turning & Milling - Machine 6;1;15;315;0;3;2012-01-19 14:56:00+00:00;complete;42.0;Case260_21;Case260;21;Case260;+;0.0;0.0
6;35;Ballnut;ID4794;65.0;3;deviant;D;Machine 6 - Turning & Milling;15285.0;Y;1275;Turning & Milling - Machine 6;1;21;315;0;4;2012-01-19 20:15:00+00:00;complete;319.0;Case260_21;Case260;21;Case260;+;0.0;0.0
28;35;Ballnut;ID4529;480.0;5;deviant;D;Machine 6 - Turning & Milling;18153.0;Y;1263;Turning & Milling - Machine 6;1;21;315;0;5;2012-01-21 20:03:00+00:00;complete;2868.0;Case260_21;Case260;21;Case260;+;0.0;0.0
39;33;Ballnut;ID4641;423.0;6;deviant;D;Machine 6 - Turning & Milling;18721.0;Y;391;Turning & Milling - Machine 6;1;6;315;0;6;2012-01-22 05:31:00+00:00;complete;568.0;Case260_21;Case260;21;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;313.0;6;deviant;D;Quality Check 1;19063.0;Y;733;Turning & Milling Q.C.;1;12;315;0;7;2012-01-22 11:13:00+00:00;complete;342.0;Case260_21;Case260;21;Case260;+;0.0;0.0
14;34;Ballnut;ID4794;282.0;6;deviant;D;Machine 6 - Turning & Milling;19278.0;Y;948;Turning & Milling - Machine 6;1;15;315;0;8;2012-01-22 14:48:00+00:00;complete;215.0;Case260_21;Case260;21;Case260;+;0.0;0.0
0;34;Ballnut;ID4167;90.0;6;deviant;D;Machine 6 - Turning & Milling;19380.0;Y;1050;Turning & Milling - Machine 6;1;17;315;0;9;2012-01-22 16:30:00+00:00;complete;102.0;Case260_21;Case260;21;Case260;+;0.0;0.0
0;35;Ballnut;ID4618;57.0;0;deviant;D;Quality Check 1;20733.0;Y;963;Turning & Milling Q.C.;1;16;315;0;10;2012-01-23 15:03:00+00:00;complete;1353.0;Case260_21;Case260;21;Case260;+;0.0;0.0
83;33;Ballnut;ID4618;30.0;1;deviant;D;Quality Check 1;21650.0;Y;440;Turning & Milling Q.C.;1;7;315;0;11;2012-01-24 06:20:00+00:00;complete;917.0;Case260_21;Case260;21;Case260;+;0.0;0.0
0;33;Ballnut;ID4794;128.0;3;deviant;S;Machine 6 - Turning & Milling;25053.0;Y;963;Turning & Milling - Machine 6;1;16;315;0;12;2012-01-26 15:03:00+00:00;complete;3403.0;Case260_21;Case260;21;Case260;+;0.0;0.0
1;33;Ballnut;ID4529;324.0;4;deviant;S;Machine 6 - Turning & Milling;25634.0;Y;104;Turning & Milling - Machine 6;1;1;315;0;13;2012-01-27 00:44:00+00:00;complete;581.0;Case260_21;Case260;21;Case260;+;0.0;0.0
13;33;Ballnut;ID4529;278.0;4;deviant;D;Machine 6 - Turning & Milling;25911.0;Y;381;Turning & Milling - Machine 6;1;6;315;0;14;2012-01-27 05:21:00+00:00;complete;277.0;Case260_21;Case260;21;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;31.0;4;deviant;D;Quality Check 1;25971.0;Y;441;Turning & Milling Q.C.;1;7;315;0;15;2012-01-27 06:21:00+00:00;complete;60.0;Case260_21;Case260;21;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;15.0;4;deviant;D;Quality Check 1;25987.0;Y;457;Turning & Milling Q.C.;1;7;315;0;16;2012-01-27 06:37:00+00:00;complete;16.0;Case260_21;Case260;21;Case260;+;0.0;0.0
20;32;Ballnut;ID4794;360.0;5;deviant;D;Machine 6 - Turning & Milling;28050.0;Y;1080;Turning & Milling - Machine 6;1;18;315;0;17;2012-01-28 17:00:00+00:00;complete;2063.0;Case260_21;Case260;21;Case260;+;0.0;0.0
14;32;Ballnut;ID4794;1072.0;6;deviant;D;Machine 6 - Turning & Milling;28822.0;Y;412;Turning & Milling - Machine 6;1;6;315;0;18;2012-01-29 05:52:00+00:00;complete;772.0;Case260_21;Case260;21;Case260;+;0.0;0.0
26;32;Ballnut;ID4932;785.0;6;deviant;D;Machine 6 - Turning & Milling;29092.0;Y;682;Turning & Milling - Machine 6;1;11;315;0;19;2012-01-29 10:22:00+00:00;complete;270.0;Case260_21;Case260;21;Case260;+;0.0;0.0
18;30;Ballnut;ID4529;241.0;6;deviant;D;Machine 6 - Turning & Milling;29355.0;Y;945;Turning & Milling - Machine 6;1;15;315;0;20;2012-01-29 14:45:00+00:00;complete;263.0;Case260_21;Case260;21;Case260;+;0.0;0.0
8;32;Ballnut;ID4429;218.0;6;deviant;D;Machine 6 - Turning & Milling;29607.0;Y;1197;Turning & Milling - Machine 6;1;19;315;0;21;2012-01-29 18:57:00+00:00;complete;252.0;Case260_21;Case260;21;Case260;+;0.0;0.0
0;30;Ballnut;ID4529;150.0;0;deviant;S;Machine 6 - Turning & Milling;0.0;missing;390;Turning & Milling - Machine 6;1;6;315;0;1;2012-01-09 05:30:00+00:00;complete;0.0;Case260_22;Case260;22;Case260;+;0.0;0.0
1;35;Ballnut;ID4529;487.0;3;deviant;S;Machine 6 - Turning & Milling;14924.0;missing;914;Turning & Milling - Machine 6;1;15;315;0;2;2012-01-19 14:14:00+00:00;complete;14924.0;Case260_22;Case260;22;Case260;+;0.0;0.0
3;35;Ballnut;ID4529;41.0;3;deviant;D;Machine 6 - Turning & Milling;14966.0;Y;956;Turning & Milling - Machine 6;1;15;315;0;3;2012-01-19 14:56:00+00:00;complete;42.0;Case260_22;Case260;22;Case260;+;0.0;0.0
6;35;Ballnut;ID4794;65.0;3;deviant;D;Machine 6 - Turning & Milling;15285.0;Y;1275;Turning & Milling - Machine 6;1;21;315;0;4;2012-01-19 20:15:00+00:00;complete;319.0;Case260_22;Case260;22;Case260;+;0.0;0.0
28;35;Ballnut;ID4529;480.0;5;deviant;D;Machine 6 - Turning & Milling;18153.0;Y;1263;Turning & Milling - Machine 6;1;21;315;0;5;2012-01-21 20:03:00+00:00;complete;2868.0;Case260_22;Case260;22;Case260;+;0.0;0.0
39;33;Ballnut;ID4641;423.0;6;deviant;D;Machine 6 - Turning & Milling;18721.0;Y;391;Turning & Milling - Machine 6;1;6;315;0;6;2012-01-22 05:31:00+00:00;complete;568.0;Case260_22;Case260;22;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;313.0;6;deviant;D;Quality Check 1;19063.0;Y;733;Turning & Milling Q.C.;1;12;315;0;7;2012-01-22 11:13:00+00:00;complete;342.0;Case260_22;Case260;22;Case260;+;0.0;0.0
14;34;Ballnut;ID4794;282.0;6;deviant;D;Machine 6 - Turning & Milling;19278.0;Y;948;Turning & Milling - Machine 6;1;15;315;0;8;2012-01-22 14:48:00+00:00;complete;215.0;Case260_22;Case260;22;Case260;+;0.0;0.0
0;34;Ballnut;ID4167;90.0;6;deviant;D;Machine 6 - Turning & Milling;19380.0;Y;1050;Turning & Milling - Machine 6;1;17;315;0;9;2012-01-22 16:30:00+00:00;complete;102.0;Case260_22;Case260;22;Case260;+;0.0;0.0
0;35;Ballnut;ID4618;57.0;0;deviant;D;Quality Check 1;20733.0;Y;963;Turning & Milling Q.C.;1;16;315;0;10;2012-01-23 15:03:00+00:00;complete;1353.0;Case260_22;Case260;22;Case260;+;0.0;0.0
83;33;Ballnut;ID4618;30.0;1;deviant;D;Quality Check 1;21650.0;Y;440;Turning & Milling Q.C.;1;7;315;0;11;2012-01-24 06:20:00+00:00;complete;917.0;Case260_22;Case260;22;Case260;+;0.0;0.0
0;33;Ballnut;ID4794;128.0;3;deviant;S;Machine 6 - Turning & Milling;25053.0;Y;963;Turning & Milling - Machine 6;1;16;315;0;12;2012-01-26 15:03:00+00:00;complete;3403.0;Case260_22;Case260;22;Case260;+;0.0;0.0
1;33;Ballnut;ID4529;324.0;4;deviant;S;Machine 6 - Turning & Milling;25634.0;Y;104;Turning & Milling - Machine 6;1;1;315;0;13;2012-01-27 00:44:00+00:00;complete;581.0;Case260_22;Case260;22;Case260;+;0.0;0.0
13;33;Ballnut;ID4529;278.0;4;deviant;D;Machine 6 - Turning & Milling;25911.0;Y;381;Turning & Milling - Machine 6;1;6;315;0;14;2012-01-27 05:21:00+00:00;complete;277.0;Case260_22;Case260;22;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;31.0;4;deviant;D;Quality Check 1;25971.0;Y;441;Turning & Milling Q.C.;1;7;315;0;15;2012-01-27 06:21:00+00:00;complete;60.0;Case260_22;Case260;22;Case260;+;0.0;0.0
0;33;Ballnut;ID4618;15.0;4;deviant;D;Quality Check 1;25987.0;Y;457;Turning & Milling Q.C.;1;7;315;0;16;2012-01-27 06:37:00+00:00;complete;16.0;Case260_22;Case260;22;Case260;+;0.0;0.0
20;32;Ballnut;ID4794;360.0;5;deviant;D;Machine 6 - Turning & Milling;28050.0;Y;1080;Turning & Milling - Machine 6;1;18;315;0;17;2012-01-28 17:00:00+00:00;complete;2063.0;Case260_22;Case260;22;Case260;+;0.0;0.0
14;32;Ballnut;ID4794;1072.0;6;deviant;D;Machine 6 - Turning & Milling;28822.0;Y;412;Turning & Milling - Machine 6;1;6;315;0;18;2012-01-29 05:52:00+00:00;complete;772.0;Case260_22;Case260;22;Case260;+;0.0;0.0
26;32;Ballnut;ID4932;785.0;6;deviant;D;Machine 6 - Turning & Milling;29092.0;Y;682;Turning & Milling - Machine 6;1;11;315;0;19;2012-01-29 10:22:00+00:00;complete;270.0;Case260_22;Case260;22;Case260;+;0.0;0.0
18;30;Ballnut;ID4529;241.0;6;deviant;D;Machine 6 - Turning & Milling;29355.0;Y;945;Turning & Milling - Machine 6;1;15;315;0;20;2012-01-29 14:45:00+00:00;complete;263.0;Case260_22;Case260;22;Case260;+;0.0;0.0
8;32;Ballnut;ID4429;218.0;6;deviant;D;Machine 6 - Turning & Milling;29607.0;Y;1197;Turning & Milling - Machine 6;1;19;315;0;21;2012-01-29 18:57:00+00:00;complete;252.0;Case260_22;Case260;22;Case260;+;0.0;0.0
30;30;Ballnut;ID4794;640.0;0;deviant;D;Machine 6 - Turning & Milling;30249.0;Y;399;Turning & Milling - Machine 6;1;6;315;0;22;2012-01-30 05:39:00+00:00;complete;642.0;Case260_22;Case260;22;Case260;+;0.0;0.0
0;30;Ballnut;ID4529;150.0;0;deviant;S;Machine 6 - Turning & Milling;0.0;missing;390;Turning & Milling - Machine 6;1;6;315;0;1;2012-01-09 05:30:00+00:00;complete;0.0;Case260_23;Case260;23;Case260;+;0.0;0.0
1;35;Ballnut;ID4529;487.0;3;deviant;S;Machine 6 - Turning & Milling;14924.0;missing;914;Turning & Milling - Machine 6;1;15;315;0;2;2012-01-19 14:14:00+00:00;complete;14924.0;Case260_23;Case260;23;Case260;+;0.0;0.0
3;35;Ballnut;ID4529;41.0;3;deviant;D;Machine 6 - Turning & Milling;14966.0;Y;956;Turning & Milling - Machine 6;1;15;315;0;3;2012-01-19 14:56:00+00:00;complete;42.0;Case260_23;Case260;23;Case260;+;0.0;0.0
6;35;Ballnut;ID4794;65.0;3;deviant;D;Machine 6 - Turning & Milling;15285.0;Y;1275;Turning & Milling - Machine 6;1;21;315;0;4;2012-01-19 20:15:00+00:00;complete;319.0;Case260_23;Case260;23;Case260;+;0.0;0.0
28;35;Ballnut;ID4529;480.0;5;deviant;D;Machine 6 - Turning & Milling;18153.0;Y;1263;Turning & Milling - Machine 6;1;21;315;0;5;2012-01-21 20:03:00+00:00;complete;2868.0;Case260_23;Case260;23;Case260;+;0.0;0.0
